1 2.01 0.629
2 1.49 0.399
3 0.76 0.405
4 2.45 0.234
5 1.22 0.245
6 0.6 0.25
7 1.31 0.166
8 0.83 0.17
9 1.08 0.121
10 0.74 0.124
11 0.92 0.091
12 0.28 0.035
13 0.51 0.082
14 0.75 0.072
15 0.57 0.058
16 0.62 0.047
17 0.7 0.048
18 0.76 0.036
