	18	17	16	15	14	13	12	11	10	9	8	7
2015-06-08	1745.4747536	1555.82674272	1573.78909597	1429.44468364	1273.15506342	1189.77122222	1791.12010004	1110.43108934	915.283218525	925.740620315	732.234896056	741.247170705
2014-06-27	1706.72301217	1520.96280415	1538.47492993	1397.15443909	1244.33507908	1162.62392764	1750.86454238	1085.2078999	894.263915063	904.597445183	715.315938921	724.223816568
2015-03-03	1475.11552536	1312.7505189	1327.60848459	1204.45146682	1072.35110032	1000.74814354	1510.59243343	934.71735119	768.980885758	778.500152213	614.52235813	622.739316795
2015-05-12	1534.87482363	1366.44552875	1381.98208589	1254.12269293	1116.67982187	1042.44967086	1572.53217883	973.500737447	801.246119949	810.988091757	640.471819895	648.878453253
2014-10-23	1626.7477113	1449.03403787	1465.6224196	1330.5557043	1184.89482486	1106.65201654	1667.83328415	1033.19000382	850.933980231	861.000973344	680.445770371	689.128314157
2015-03-05	1473.08605988	1310.927367	1325.7623665	1202.76525264	1070.84628179	999.332791839	1508.48962438	933.400853763	767.88593065	777.397472908	613.641851604	621.852223492
2014-07-23	1589.95508825	1415.95412658	1432.12005854	1299.93659349	1157.5674829	1080.92790262	1629.6569413	1009.27707456	831.023583168	840.962884496	664.426115732	673.000399932
2014-08-28	1626.7477113	1449.03403787	1465.6224196	1330.5557043	1184.89482486	1106.65201654	1667.83328415	1033.19000382	850.933980231	861.000973344	680.445770371	689.128314157
2014-07-08	1736.29932557	1547.57121451	1565.42681282	1421.79802817	1266.33017645	1183.34193174	1781.58727342	1104.45785322	910.305019894	920.733397164	728.227623632	737.215456766
2015-02-27	1501.6872816	1336.62325878	1351.78240336	1226.53304118	1092.0574281	1019.28458331	1538.12878272	951.957983238	783.321976593	792.941393904	626.055437006	634.35775019
2014-12-17	1547.45870647	1377.75501366	1393.43503368	1264.58690822	1126.01874211	1051.23711925	1585.58025929	981.671920339	808.046031483	817.833747879	645.941502207	654.387036172
2014-05-15	1688.70675654	1504.75646785	1522.0598553	1382.14660801	1230.94025318	1150.00848852	1732.15420843	1073.48520104	884.496944014	894.771724405	707.455018061	716.31330725
2015-05-11	1642.07819	1462.81960112	1479.58447947	1343.31756984	1196.28482718	1117.3754347	1683.74449568	1043.15727321	859.234567476	869.353811663	687.124969586	695.851757757
2014-07-18	1624.56626655	1447.07252416	1463.63581386	1328.73993543	1183.2742516	1105.12636279	1665.56940249	1031.77187576	849.753062529	859.812575253	679.495556964	688.171763942
2015-03-10	1491.42583056	1327.40361964	1342.44634926	1218.00472724	1084.44643656	1012.12504895	1527.4938813	945.299193972	777.782685793	787.363642426	621.600593744	629.870139273
2015-06-03	1633.30497171	1454.93034918	1471.59418945	1336.01403499	1189.7663924	1111.23836553	1674.63864165	1037.45303314	854.484048684	864.573459164	683.302343091	692.003873149
2015-01-27	1585.66719684	1412.09938713	1428.21619121	1296.3690105	1154.38347021	1077.93105437	1625.20871856	1006.49097676	828.704186455	838.628393636	662.560104673	671.121579576
2014-07-28	1609.35635598	1433.39674603	1449.78524072	1316.08089505	1171.97610304	1094.4905068	1649.78609004	1021.88524307	841.520707831	851.527748393	672.871691943	681.503430096
2015-03-02	1520.28930672	1353.33823362	1368.70875338	1241.99599706	1105.85728615	1032.26708094	1557.41080458	964.031672019	793.367003241	803.055457168	634.134403725	642.495499733
2015-08-04	1631.11706272	1452.96294932	1469.6016063	1334.19275307	1188.14089437	1109.70801704	1672.36790244	1036.03058174	853.299472638	863.381414644	682.349162889	691.04436823
2015-02-23	1509.93395358	1344.03311583	1359.28591402	1233.38765867	1098.17478621	1025.03942286	1546.67643577	957.310095791	787.774617961	797.424749247	629.636508645	637.96497955
2015-06-30	1602.87001027	1427.56500618	1443.8790423	1310.68304074	1167.15856024	1089.95565646	1643.05595244	1017.66964168	838.010770121	847.995264847	670.047663654	678.660285009
2015-06-24	1659.72846287	1478.69265812	1495.66108131	1358.01320381	1209.40080686	1129.7249941	1702.06637826	1054.63520025	868.794374373	878.973089801	694.81788304	703.594988685
