	18	17	16	15	14	13	12	11	10	9	8	7
2015-03-04	1539.06102569	1370.20768656	1385.79194693	1257.60358265	1119.78637809	1045.37270568	1576.87261023	976.218830796	803.507991654	813.265224961	642.29118304	650.710796922
2015-02-24	1558.00329823	1387.23240833	1403.03279213	1273.35654899	1133.84536891	1058.60210409	1596.51515252	988.520040645	813.745443649	823.571187797	650.526183922	659.004039957
2014-06-18	1639.88164576	1460.84433813	1477.58391118	1341.48892303	1194.6527503	1115.8388144	1681.46459502	1041.72904647	858.045104247	868.156896067	686.16782602	694.888305806
2014-08-01	1592.10223402	1417.88440995	1434.07495082	1301.72311358	1159.16192695	1082.42865012	1631.88444587	1010.6722636	832.18509213	842.131935005	665.360589553	673.941272768
2014-12-10	1574.98474783	1402.49648087	1418.49098885	1287.48183906	1146.45183625	1070.46599894	1614.1276883	999.550663865	822.926786715	832.813194785	657.912181296	666.441567926
2014-10-27	1600.71217814	1425.62499278	1441.91426967	1308.88740835	1165.55597551	1088.44714976	1640.81711564	1016.26730573	836.843214507	846.820186367	669.108286331	677.714527699
2014-06-20	1618.03484218	1441.19973825	1457.68793404	1323.30363872	1178.42236703	1100.55877713	1658.79145196	1027.52612575	846.217615353	856.254663335	676.650841587	685.308014199
2015-01-20	1568.60079467	1396.75796884	1412.67945724	1282.17129147	1141.7122925	1066.00548954	1607.50612215	995.403540555	819.474782775	829.338468295	655.135133761	663.645223431
2015-07-25	1579.25134251	1406.33183006	1422.37516684	1291.03126371	1149.61962615	1073.44738576	1618.5533309	1002.32251897	825.234134231	835.135672795	659.768421253	668.310654266
2015-03-09	1536.96687245	1368.32564974	1383.8860438	1255.86224089	1118.23229859	1043.91042468	1574.70127952	974.859080499	802.376460689	812.126064897	641.381018897	649.794144212
2014-07-03	1750.07575045	1559.96660383	1577.98252448	1433.2793453	1276.57762786	1192.99552078	1795.90062253	1113.4265903	917.779837998	928.251723347	734.244631098	743.269097659
2015-02-11	1514.06981932	1347.74945023	1363.04924962	1236.82564563	1101.24300705	1027.92593294	1550.9635351	959.994530076	790.00802345	799.673493196	631.432789225	639.774319866
2015-05-20	1659.72846287	1478.69265812	1495.66108131	1358.01320381	1209.40080686	1129.7249941	1702.06637826	1054.63520025	868.794374373	878.973089801	694.81788304	703.594988685
2015-02-18	1509.93395358	1344.03311583	1359.28591402	1233.38765867	1098.17478621	1025.03942286	1546.67643577	957.310095791	787.774617961	797.424749247	629.636508645	637.96497955
2015-02-13	1594.25151473	1419.81663719	1436.03181697	1303.51145409	1160.75799733	1083.93094771	1634.11421428	1012.06888045	833.347809067	843.302189785	666.296042972	674.883121426
2015-01-07	1574.98474783	1402.49648087	1418.49098885	1287.48183906	1146.45183625	1070.46599894	1614.1276883	999.550663865	822.926786715	832.813194785	657.912181296	666.441567926
